age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pdays_was_999,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
57,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,retired,married,university.degree,no,yes,yes,telephone,apr,thu,nonexistent,no
34,1,999,1,-1.8,92.893,-46.2,1.313,5099.1,1,admin.,married,basic.9y,no,unknown,unknown,cellular,may,fri,failure,no
33,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,1,management,married,basic.9y,no,yes,yes,cellular,may,wed,nonexistent,no
41,2,999,0,-1.8,92.843,-50.0,1.531,5099.1,1,technician,married,professional.course,no,no,no,cellular,mar,fri,nonexistent,yes
36,2,6,2,-2.9,92.201,-31.4,0.879,5076.2,0,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,success,yes
29,3,999,0,1.4,93.444,-36.1,4.965,5228.1,1,technician,single,professional.course,no,yes,yes,cellular,aug,wed,nonexistent,no
55,2,999,0,1.1,93.994,-36.4,4.856,5191.0,1,services,divorced,basic.4y,unknown,yes,no,telephone,may,tue,nonexistent,no
42,3,999,0,1.4,93.918,-42.7,4.961,5228.1,1,self-employed,divorced,basic.6y,unknown,yes,no,cellular,jul,tue,nonexistent,no
37,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,1,technician,single,professional.course,no,yes,no,cellular,nov,mon,nonexistent,no
45,1,999,0,-3.4,92.379,-29.8,0.797,5017.5,1,admin.,married,university.degree,no,no,no,cellular,sep,mon,nonexistent,yes
46,4,999,0,1.1,93.994,-36.4,4.856,5191.0,1,services,married,professional.course,no,yes,no,telephone,may,tue,nonexistent,no
28,1,999,0,1.4,93.918,-42.7,4.968,5228.1,1,services,married,high.school,no,no,no,cellular,jul,thu,nonexistent,no
44,17,999,0,1.4,93.444,-36.1,4.964,5228.1,1,admin.,married,basic.9y,unknown,no,no,cellular,aug,wed,nonexistent,no
36,1,999,0,1.4,93.918,-42.7,4.96,5228.1,1,technician,married,university.degree,no,yes,no,cellular,jul,mon,nonexistent,no
37,5,999,0,-1.8,92.893,-46.2,1.344,5099.1,1,blue-collar,married,basic.6y,no,no,no,cellular,may,tue,nonexistent,no
30,3,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,technician,married,high.school,unknown,yes,no,cellular,may,thu,nonexistent,no
31,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,1,blue-collar,single,high.school,no,no,no,cellular,nov,wed,nonexistent,no
50,3,999,0,1.4,93.444,-36.1,4.965,5228.1,1,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,mon,nonexistent,no
27,1,999,1,-1.8,92.893,-46.2,1.291,5099.1,1,blue-collar,single,basic.4y,no,no,no,cellular,may,tue,failure,no
34,2,999,0,1.4,93.918,-42.7,4.962,5228.1,1,blue-collar,divorced,basic.6y,no,yes,no,cellular,jul,thu,nonexistent,yes
33,3,999,0,1.4,93.444,-36.1,4.962,5228.1,1,services,married,university.degree,unknown,yes,no,cellular,aug,thu,nonexistent,no
33,2,999,0,-0.1,93.2,-42.0,4.153,5195.8,1,housemaid,married,high.school,no,no,no,cellular,nov,tue,nonexistent,no
58,4,999,0,1.4,94.465,-41.8,4.959,5228.1,1,admin.,married,university.degree,no,unknown,unknown,telephone,jun,fri,nonexistent,no
43,7,999,0,1.4,93.918,-42.7,4.957,5228.1,1,technician,single,university.degree,no,yes,no,telephone,jul,fri,nonexistent,no
31,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,student,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
38,2,999,0,1.4,94.465,-41.8,4.864,5228.1,1,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,nonexistent,no
39,5,999,0,1.4,94.465,-41.8,4.959,5228.1,1,admin.,married,high.school,no,yes,no,telephone,jun,fri,nonexistent,no
49,1,999,0,1.1,93.994,-36.4,4.864,5191.0,1,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,fri,nonexistent,no
42,2,999,0,1.1,93.994,-36.4,4.86,5191.0,1,self-employed,married,basic.6y,no,yes,yes,telephone,may,thu,nonexistent,no
31,3,999,0,1.4,93.918,-42.7,4.968,5228.1,1,management,single,university.degree,no,yes,no,cellular,jul,thu,nonexistent,no
48,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,nonexistent,no
48,2,999,0,1.4,93.918,-42.7,4.968,5228.1,1,technician,married,professional.course,no,yes,no,cellular,jul,thu,nonexistent,no
23,1,6,3,-1.7,94.055,-39.8,0.761,4991.6,0,student,single,basic.9y,no,yes,no,cellular,jun,tue,success,no
34,1,999,0,1.4,94.465,-41.8,4.967,5228.1,1,unemployed,married,basic.6y,unknown,no,yes,telephone,jun,fri,nonexistent,no
41,4,999,0,1.4,94.465,-41.8,4.865,5228.1,1,technician,single,university.degree,unknown,yes,no,telephone,jun,mon,nonexistent,no
28,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,self-employed,single,university.degree,no,no,no,telephone,may,tue,nonexistent,no
41,1,999,1,-1.8,92.893,-46.2,1.313,5099.1,1,services,married,high.school,no,yes,no,cellular,may,fri,failure,no
30,7,999,0,1.1,93.994,-36.4,4.857,5191.0,1,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,tue,nonexistent,no
25,1,999,0,-1.7,94.027,-38.3,0.898,4991.6,1,student,single,high.school,no,yes,yes,telephone,aug,fri,nonexistent,yes
55,3,999,0,-0.1,93.2,-42.0,4.076,5195.8,1,admin.,married,basic.9y,no,no,no,cellular,nov,thu,nonexistent,no
39,3,999,0,1.1,93.994,-36.4,4.859,5191.0,1,admin.,married,university.degree,no,no,no,telephone,may,fri,nonexistent,no
47,1,999,0,1.4,93.444,-36.1,4.968,5228.1,1,services,married,high.school,no,yes,no,cellular,aug,tue,nonexistent,yes
28,2,999,0,1.4,94.465,-41.8,4.962,5228.1,1,technician,single,professional.course,no,yes,no,telephone,jun,wed,nonexistent,no
30,2,999,0,-1.8,92.893,-46.2,1.334,5099.1,1,management,single,high.school,no,no,yes,cellular,may,wed,nonexistent,no
32,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,1,admin.,married,university.degree,no,yes,no,cellular,nov,tue,nonexistent,no
28,2,999,0,-2.9,92.201,-31.4,0.825,5076.2,1,student,single,professional.course,no,no,no,cellular,aug,fri,nonexistent,no
38,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,1,management,married,university.degree,no,yes,no,telephone,nov,mon,nonexistent,no
29,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,technician,single,high.school,no,no,no,cellular,jul,fri,nonexistent,no
32,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1,technician,married,high.school,no,no,no,cellular,jul,thu,nonexistent,no
34,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,admin.,single,high.school,no,yes,no,telephone,may,wed,nonexistent,no
53,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,admin.,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
52,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,admin.,married,unknown,no,yes,no,cellular,aug,thu,nonexistent,no
29,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,1,admin.,single,university.degree,no,no,no,cellular,may,wed,nonexistent,no
35,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,entrepreneur,married,high.school,no,no,no,telephone,may,tue,nonexistent,no
35,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1,self-employed,single,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
52,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,1,technician,married,basic.9y,no,yes,yes,cellular,nov,fri,nonexistent,no
30,2,999,1,-0.1,93.2,-42.0,4.153,5195.8,1,management,married,university.degree,no,no,yes,cellular,nov,tue,failure,no
44,1,999,0,1.4,94.465,-41.8,4.961,5228.1,1,admin.,married,university.degree,no,no,no,telephone,jun,thu,nonexistent,no
44,1,999,1,-1.8,92.893,-46.2,1.25,5099.1,1,self-employed,married,university.degree,no,yes,no,cellular,may,fri,failure,no
32,1,999,0,1.4,94.465,-41.8,4.967,5228.1,1,technician,single,high.school,no,no,no,telephone,jun,fri,nonexistent,no
46,1,999,0,1.4,93.444,-36.1,4.967,5228.1,1,admin.,married,university.degree,no,no,no,cellular,aug,wed,nonexistent,no
31,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,nonexistent,no
42,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,nonexistent,no
50,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,self-employed,married,basic.9y,unknown,no,no,cellular,may,thu,nonexistent,no
32,3,999,0,-1.8,92.893,-46.2,1.25,5099.1,1,technician,single,professional.course,no,no,no,cellular,may,fri,nonexistent,no
48,1,999,0,1.4,93.444,-36.1,4.968,5228.1,1,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,nonexistent,no
52,3,999,0,1.4,94.465,-41.8,4.865,5228.1,1,technician,married,professional.course,no,yes,no,telephone,jun,mon,nonexistent,no
73,1,999,0,-1.1,94.767,-50.8,1.028,4963.6,1,retired,married,professional.course,no,yes,no,cellular,nov,fri,nonexistent,yes
38,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,unemployed,married,high.school,no,no,yes,telephone,may,thu,nonexistent,no
37,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,management,divorced,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
50,1,999,0,1.4,93.444,-36.1,4.966,5228.1,1,blue-collar,married,basic.6y,no,yes,no,cellular,aug,fri,nonexistent,no
41,4,999,1,-0.1,93.2,-42.0,4.076,5195.8,1,blue-collar,single,basic.9y,no,no,no,cellular,nov,thu,failure,no
41,1,999,0,1.4,94.465,-41.8,4.962,5228.1,1,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,nonexistent,no
51,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,nonexistent,no
47,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
58,1,999,1,-3.4,92.431,-26.9,0.737,5017.5,1,blue-collar,married,basic.9y,no,yes,no,cellular,oct,tue,failure,no
42,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,entrepreneur,married,basic.6y,no,no,no,telephone,may,tue,nonexistent,no
48,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1,admin.,married,university.degree,no,yes,no,cellular,jul,mon,nonexistent,no
54,1,999,0,1.4,94.465,-41.8,4.961,5228.1,1,admin.,married,high.school,no,no,no,telephone,jun,thu,nonexistent,no
39,9,999,0,1.4,94.465,-41.8,4.959,5228.1,1,services,married,high.school,unknown,no,no,telephone,jun,fri,nonexistent,no
40,1,999,0,1.4,94.465,-41.8,4.865,5228.1,1,entrepreneur,married,university.degree,unknown,yes,no,telephone,jun,mon,nonexistent,no
41,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,unemployed,married,basic.9y,unknown,no,no,telephone,may,thu,nonexistent,no
33,4,999,0,1.4,93.444,-36.1,4.967,5228.1,1,admin.,single,university.degree,no,yes,no,cellular,aug,wed,nonexistent,no
26,5,999,0,-1.8,92.843,-50.0,1.811,5099.1,1,admin.,married,university.degree,no,yes,no,cellular,mar,mon,nonexistent,yes
35,2,999,0,1.4,94.465,-41.8,4.967,5228.1,1,blue-collar,divorced,basic.6y,unknown,no,no,telephone,jun,fri,nonexistent,no
45,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,blue-collar,married,basic.9y,no,no,yes,cellular,apr,fri,nonexistent,no
40,2,999,0,1.1,93.994,-36.4,4.856,5191.0,1,admin.,married,university.degree,no,yes,no,telephone,may,tue,nonexistent,no
21,1,999,0,-1.1,94.199,-37.5,0.878,4963.6,1,student,single,unknown,no,no,no,cellular,sep,thu,nonexistent,no
42,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,services,married,basic.6y,no,yes,no,telephone,may,thu,nonexistent,no
52,3,999,0,1.4,93.918,-42.7,4.96,5228.1,1,management,married,professional.course,no,yes,no,cellular,jul,mon,nonexistent,yes
36,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,1,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,nonexistent,no
26,2,999,0,-1.8,92.893,-46.2,1.259,5099.1,1,admin.,single,university.degree,no,yes,no,telephone,may,fri,nonexistent,no
32,3,999,0,-1.8,92.843,-50.0,1.52,5099.1,1,admin.,single,university.degree,no,unknown,unknown,cellular,mar,mon,nonexistent,no
42,2,999,0,-1.8,92.893,-46.2,1.25,5099.1,1,management,married,university.degree,no,no,no,cellular,may,fri,nonexistent,no
55,1,999,0,1.4,93.918,-42.7,4.968,5228.1,1,admin.,divorced,university.degree,no,no,no,cellular,jul,thu,nonexistent,no
25,4,999,0,-3.4,92.649,-30.1,0.714,5017.5,1,admin.,single,unknown,no,yes,no,telephone,nov,mon,nonexistent,no
33,8,999,0,1.4,93.918,-42.7,4.958,5228.1,1,blue-collar,single,basic.9y,no,yes,no,telephone,jul,thu,nonexistent,no
52,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1,management,divorced,university.degree,no,no,yes,telephone,may,tue,nonexistent,no
33,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,services,married,high.school,no,yes,no,cellular,apr,thu,nonexistent,no
57,1,999,0,1.4,94.465,-41.8,4.959,5228.1,1,retired,married,basic.4y,unknown,no,no,telephone,jun,wed,nonexistent,no
32,2,999,0,1.1,93.994,-36.4,4.858,5191.0,1,blue-collar,single,basic.6y,no,yes,no,telephone,may,mon,nonexistent,no
34,2,999,0,-1.7,94.055,-39.8,0.761,4991.6,1,unemployed,single,university.degree,no,yes,no,cellular,jun,tue,nonexistent,yes
43,5,999,0,1.1,93.994,-36.4,4.857,5191.0,1,admin.,single,high.school,no,no,yes,telephone,may,wed,nonexistent,no
32,4,999,0,1.4,93.918,-42.7,4.962,5228.1,1,entrepreneur,divorced,university.degree,no,no,no,cellular,jul,fri,nonexistent,no
36,1,999,1,-1.8,93.075,-47.1,1.445,5099.1,1,housemaid,married,basic.9y,no,yes,no,cellular,apr,wed,failure,no
45,1,999,0,1.1,93.994,-36.4,4.858,5191.0,1,admin.,single,professional.course,no,yes,no,telephone,may,wed,nonexistent,yes
37,1,3,1,-1.1,94.601,-49.5,0.987,4963.6,0,admin.,single,high.school,no,no,no,telephone,oct,thu,success,yes
43,1,999,0,1.4,93.918,-42.7,4.961,5228.1,1,entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,tue,nonexistent,no
33,5,999,0,-1.8,93.876,-40.0,0.684,5008.7,1,admin.,single,university.degree,no,yes,no,cellular,may,fri,nonexistent,yes
39,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,nonexistent,no
50,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,1,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,mon,nonexistent,no
28,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,1,technician,married,basic.9y,no,no,no,cellular,apr,thu,nonexistent,no
29,6,999,0,1.4,93.444,-36.1,4.963,5228.1,1,admin.,single,university.degree,no,no,yes,cellular,aug,mon,nonexistent,no
31,2,999,0,1.4,94.465,-41.8,4.967,5228.1,1,blue-collar,single,high.school,no,no,no,telephone,jun,fri,nonexistent,no
37,7,999,0,1.4,93.444,-36.1,4.966,5228.1,1,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,nonexistent,no
23,1,999,0,1.1,93.994,-36.4,4.859,5191.0,1,services,single,high.school,no,no,no,telephone,may,wed,nonexistent,no
51,6,999,0,-1.8,92.893,-46.2,1.244,5099.1,1,technician,married,high.school,no,yes,no,cellular,may,mon,nonexistent,no
48,6,999,0,1.4,94.465,-41.8,4.864,5228.1,1,blue-collar,married,professional.course,no,no,no,telephone,jun,tue,nonexistent,no
52,1,999,0,1.4,93.444,-36.1,4.966,5228.1,1,housemaid,married,basic.6y,no,yes,no,cellular,aug,tue,nonexistent,yes
40,1,999,0,1.4,94.465,-41.8,4.961,5228.1,1,blue-collar,single,basic.4y,unknown,yes,no,telephone,jun,thu,nonexistent,no
46,2,999,0,-0.1,93.2,-42.0,4.153,5195.8,1,blue-collar,married,basic.6y,no,no,yes,cellular,nov,tue,nonexistent,no
32,3,999,0,1.1,93.994,-36.4,4.86,5191.0,1,admin.,married,university.degree,no,no,no,telephone,may,thu,nonexistent,no
57,1,999,0,1.4,94.465,-41.8,4.967,5228.1,1,management,single,basic.9y,no,no,no,telephone,jun,fri,nonexistent,no
36,1,999,0,-1.8,93.369,-34.8,0.655,5008.7,1,management,single,university.degree,no,no,no,telephone,mar,wed,nonexistent,yes
34,2,999,0,1.4,93.918,-42.7,4.968,5228.1,1,unemployed,married,high.school,no,no,no,cellular,jul,thu,nonexistent,no
40,2,999,0,-1.8,92.893,-46.2,1.244,5099.1,1,admin.,single,high.school,no,yes,yes,cellular,may,mon,nonexistent,no
29,3,999,1,-1.8,93.749,-34.6,0.645,5008.7,1,technician,married,university.degree,no,no,no,cellular,apr,mon,failure,no
36,3,999,0,1.4,94.465,-41.8,4.865,5228.1,1,housemaid,married,basic.6y,no,yes,no,telephone,jun,mon,nonexistent,no
40,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,technician,single,university.degree,no,no,no,cellular,aug,tue,nonexistent,no
43,1,999,0,1.1,93.994,-36.4,4.858,5191.0,1,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,mon,nonexistent,no
28,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,services,married,high.school,no,no,no,cellular,jul,wed,nonexistent,no
53,2,999,0,1.1,93.994,-36.4,4.856,5191.0,1,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,nonexistent,no
53,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1,management,married,university.degree,no,yes,no,telephone,jul,fri,nonexistent,no
31,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,thu,nonexistent,no
32,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,1,management,married,university.degree,no,yes,no,cellular,nov,tue,nonexistent,no
55,1,999,0,1.4,93.444,-36.1,4.965,5228.1,1,technician,divorced,university.degree,no,no,no,cellular,aug,tue,nonexistent,no
52,1,999,0,1.4,93.444,-36.1,4.968,5228.1,1,admin.,married,high.school,no,no,no,cellular,aug,tue,nonexistent,no
31,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,1,admin.,single,high.school,no,no,no,cellular,nov,wed,nonexistent,yes
28,1,999,0,1.4,94.465,-41.8,4.866,5228.1,1,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,nonexistent,no
37,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,1,admin.,single,high.school,unknown,yes,no,cellular,nov,mon,nonexistent,no
51,1,999,1,-0.1,93.2,-42.0,4.153,5195.8,1,admin.,married,high.school,no,no,yes,cellular,nov,tue,failure,no
41,1,999,0,1.4,93.444,-36.1,4.97,5228.1,1,technician,married,university.degree,no,unknown,unknown,cellular,aug,mon,nonexistent,no
38,1,999,0,1.1,93.994,-36.4,4.858,5191.0,1,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,nonexistent,no
28,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,admin.,married,basic.9y,unknown,no,no,cellular,jul,wed,nonexistent,no
37,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,blue-collar,married,high.school,no,no,no,cellular,apr,mon,nonexistent,yes
47,4,999,0,-2.9,92.963,-40.8,1.281,5076.2,1,admin.,single,university.degree,no,yes,no,cellular,jun,mon,nonexistent,yes
36,1,999,0,-1.8,92.893,-46.2,1.264,5099.1,1,self-employed,married,university.degree,no,no,no,cellular,may,mon,nonexistent,no
28,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,1,admin.,married,high.school,no,yes,yes,cellular,may,wed,failure,no
25,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,unemployed,single,university.degree,no,yes,no,cellular,apr,thu,nonexistent,yes
34,2,999,0,-1.7,94.027,-38.3,0.904,4991.6,1,admin.,single,high.school,no,yes,no,cellular,aug,tue,nonexistent,no
76,1,999,1,-3.4,92.379,-29.8,0.773,5017.5,1,retired,married,university.degree,no,yes,no,cellular,sep,fri,failure,no
24,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,nonexistent,no
33,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,technician,single,professional.course,no,no,no,cellular,aug,mon,nonexistent,no
34,5,999,1,-3.4,92.649,-30.1,0.722,5017.5,1,technician,married,professional.course,no,yes,no,telephone,nov,mon,failure,no
47,5,999,0,1.4,93.444,-36.1,4.965,5228.1,1,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,nonexistent,no
45,3,999,0,-0.1,93.2,-42.0,4.191,5195.8,1,admin.,married,basic.9y,no,yes,no,cellular,nov,mon,nonexistent,no
43,3,999,0,-1.8,92.893,-46.2,1.27,5099.1,1,admin.,single,university.degree,no,yes,no,cellular,may,wed,nonexistent,no
53,3,999,0,1.4,93.918,-42.7,4.96,5228.1,1,self-employed,divorced,university.degree,no,no,no,cellular,jul,mon,nonexistent,no
32,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,1,self-employed,married,university.degree,no,yes,no,cellular,nov,wed,nonexistent,no
30,2,999,0,-2.9,92.963,-40.8,1.268,5076.2,1,admin.,single,university.degree,no,no,no,cellular,jun,fri,nonexistent,no
28,1,999,1,-2.9,92.963,-40.8,1.268,5076.2,1,admin.,single,university.degree,no,yes,no,cellular,jun,fri,failure,no
36,2,999,0,1.4,93.444,-36.1,4.965,5228.1,1,admin.,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
43,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,technician,single,professional.course,no,no,no,telephone,may,tue,nonexistent,no
39,1,999,0,-2.9,92.963,-40.8,1.266,5076.2,1,admin.,married,university.degree,no,no,no,cellular,jun,mon,nonexistent,no
38,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
34,1,10,1,-1.8,92.893,-46.2,1.281,5099.1,0,blue-collar,single,high.school,no,yes,no,cellular,may,wed,success,no
34,6,999,0,1.4,93.918,-42.7,4.957,5228.1,1,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,wed,nonexistent,no
41,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,1,entrepreneur,divorced,unknown,no,no,no,cellular,may,fri,nonexistent,no
37,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,entrepreneur,married,basic.6y,no,no,no,telephone,may,mon,nonexistent,no
46,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,nonexistent,no
30,6,999,0,1.4,94.465,-41.8,4.865,5228.1,1,services,single,high.school,no,no,no,telephone,jun,mon,nonexistent,no
35,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,technician,married,professional.course,no,no,no,cellular,aug,tue,nonexistent,no
59,1,999,0,1.4,94.465,-41.8,4.961,5228.1,1,housemaid,married,basic.4y,no,no,yes,telephone,jun,mon,nonexistent,no
45,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,blue-collar,married,illiterate,unknown,no,no,telephone,may,thu,nonexistent,no
46,3,999,0,1.4,93.918,-42.7,4.96,5228.1,1,services,married,high.school,no,yes,no,cellular,jul,mon,nonexistent,no
53,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,1,unemployed,single,basic.9y,no,no,no,cellular,nov,fri,nonexistent,no
50,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,nonexistent,no
31,2,999,0,1.1,93.994,-36.4,4.858,5191.0,1,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,wed,nonexistent,no
51,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,1,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,failure,no
40,29,999,0,1.4,94.465,-41.8,4.962,5228.1,1,admin.,married,university.degree,no,no,no,telephone,jun,wed,nonexistent,no
23,2,999,1,-1.8,92.893,-46.2,1.266,5099.1,1,technician,single,high.school,no,no,no,cellular,may,thu,failure,no
35,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,nonexistent,no
54,6,999,0,1.4,93.918,-42.7,4.962,5228.1,1,management,married,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
35,2,999,0,1.4,93.444,-36.1,4.966,5228.1,1,technician,married,university.degree,no,no,yes,cellular,aug,tue,nonexistent,no
26,2,999,0,-2.9,92.469,-33.6,0.908,5076.2,1,technician,single,university.degree,no,yes,yes,cellular,jul,tue,nonexistent,no
43,1,999,0,-1.8,93.075,-47.1,1.483,5099.1,1,services,divorced,high.school,unknown,no,no,cellular,apr,thu,nonexistent,no
37,1,999,1,-3.4,92.431,-26.9,0.744,5017.5,1,housemaid,single,university.degree,no,yes,no,cellular,oct,tue,failure,no
35,2,999,0,1.1,93.994,-36.4,4.855,5191.0,1,admin.,married,high.school,no,no,no,telephone,may,fri,nonexistent,no
46,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,1,services,married,high.school,no,no,no,cellular,apr,mon,failure,no
53,1,999,0,1.1,93.994,-36.4,4.864,5191.0,1,technician,married,professional.course,unknown,yes,no,telephone,may,fri,nonexistent,no
50,3,999,0,-0.1,93.2,-42.0,4.153,5195.8,1,management,married,high.school,no,yes,yes,cellular,nov,tue,nonexistent,no
26,3,999,0,-1.8,92.893,-46.2,1.25,5099.1,1,blue-collar,single,high.school,no,no,no,cellular,may,fri,nonexistent,no
25,1,999,0,-1.8,93.075,-47.1,1.445,5099.1,1,student,single,high.school,no,yes,no,cellular,apr,wed,nonexistent,yes
31,2,999,0,1.4,93.918,-42.7,4.962,5228.1,1,technician,single,basic.9y,no,yes,no,cellular,jul,mon,nonexistent,no
43,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,1,admin.,married,university.degree,no,no,no,cellular,nov,wed,nonexistent,no
43,2,999,0,1.4,94.465,-41.8,4.865,5228.1,1,blue-collar,divorced,unknown,no,yes,no,telephone,jun,mon,nonexistent,no
32,2,999,1,-1.8,92.893,-46.2,1.299,5099.1,1,admin.,married,basic.6y,no,yes,no,cellular,may,mon,failure,no
43,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,1,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,nonexistent,no
58,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,retired,married,university.degree,no,no,no,telephone,may,mon,nonexistent,no
32,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,1,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,nonexistent,no
34,1,999,0,1.4,93.444,-36.1,4.965,5228.1,1,admin.,divorced,university.degree,no,yes,yes,cellular,aug,wed,nonexistent,no
36,1,999,0,1.4,93.444,-36.1,4.965,5228.1,1,admin.,divorced,university.degree,unknown,yes,yes,cellular,aug,wed,nonexistent,no
28,16,999,0,1.4,93.918,-42.7,4.962,5228.1,1,blue-collar,single,basic.9y,no,no,no,telephone,jul,wed,nonexistent,no
